category_code,section,diagram,group_code,group_name,oem_number,quantity,production_period,applies_for_models,notes,donor_engine_tokens,confidence_statement,required_verification
421,Engine Mounting Cooling,FUEL TANK,42037B*A,CLAMP-PIPE,42038AA190,01,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.3,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
421,Engine Mounting Cooling,FUEL TANK,42037B*B,CLAMP-PIPE,42038AA100,02,02.1997 - 11.1998,EJ20E.A/S +LX.AT.EJ20E +EJ25D,NO.1,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
450,Engine Mounting Cooling,ENGINE COOLING,45162G,HOSE-RADIATOR INLET,45167AA020,01,02.1997 - 11.1998,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
450,Engine Mounting Cooling,ENGINE COOLING,45125,AIR PLUG-RADIATOR,45124AC000,01,02.1997 - 11.1998,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
450,Engine Mounting Cooling,ENGINE COOLING,45167,PACKING-RADIATOR,745128040,01,02.1997 - 11.1998,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
450,Engine Mounting Cooling,ENGINE COOLING,45117,COCK DRAIN,745124051,01,02.1997 - 11.1998,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
450,Engine Mounting Cooling,ENGINE COOLING,91612A,LABEL-RADIATOR,91551AA041,01,02.1997 - 11.1998,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
450,Engine Mounting Cooling,ENGINE COOLING,45137,CAP ASSEMBLY-RADIATOR,45113GA022,01,02.1997 - 11.1998,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +MT.EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
450,Engine Mounting Cooling,ENGINE COOLING,45162H,HOSE-RADIATOR OUTLET,45167AA030,01,02.1997 - 11.1998,2W.MT.(EJ18E+EJ20E) +LX.EJ20E.A/S +25.MT.EJ25D,,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
600,Door Parts,FRONT DOOR PANEL,60010,"PANEL ASSEMBLY-FRONT DOOR,RIGHT",61101AC000,01,02.1997 - 11.1998,EUR.RUSTPROOF,S.(EJ20E+EJ25D) +W,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
600,Door Parts,FRONT DOOR PANEL,60010A,"PANEL ASSEMBLY-FRONT DOOR,LEFT",61101AC010,01,02.1997 - 11.1998,EUR.RUSTPROOF,S.(EJ20E+EJ25D) +W,EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
645,Seat Instrument Panel,FRONT SEAT BELT,64786C,"BOLT & WASHER ASSEMBLY-BELT,REAR",64790PA070,02,02.1997 - 11.1998,S.EJ18E +S.F4W.(GL+25) +S.2W.GL.AT.EJ20E +W.F4W.(LX+GL+25+OBK) +W.2W.AT,,EJ18E,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
645,Seat Instrument Panel,FRONT SEAT BELT,64610A,"SEAT BELT SET-FRONT,RIGHT",64619AC500MU,01,02.1997 - 11.1998,S.EJ18E +S.F4W.(GL+25) +S.2W.GL.AT.EJ20E +W.F4W.(LX+GL+25+OBK) +W.2W.AT,E*,EJ18E,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
645,Seat Instrument Panel,FRONT SEAT BELT,64610B,"SEAT BELT SET-FRONT,LEFT",64619AC510MU,01,02.1997 - 11.1998,S.EJ18E +S.F4W.(GL+25) +S.2W.GL.AT.EJ20E +W.F4W.(LX+GL+25+OBK) +W.2W.AT,E*,EJ18E,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
660,Seat Instrument Panel,INSTRUMENT PANEL,66040A,PAD & FRAME-INSTRUMENT PANEL,66312AC040ML,01,,S.2W.LX.MT.EJ18E +S.(EJ20E+EJ25D) +W.LX.MT.N/S +W.(GL+OBK) +W.25.N/S,EXC.A/B,EJ18E;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
660,Seat Instrument Panel,INSTRUMENT PANEL,66040A,PAD & FRAME-INSTRUMENT PANEL,66312AC030ML,01,,*S.AT.EJ18E +S.GL.MT.EJ20E +W.(GL+OBK) +W.25.MT +W.25.A/S,L/J FOR A/B,EJ18E,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
822,Body Electrical 1,FUSE BOX,82201,JOINT BOX ASSEMBLY,82202AC051,01,02.1997 - 11.1998,,*S.2W.GL.AT.EJ18E +S.2W.EJ20E +S.25 +W.F4W.LX.MT.A/S +W.2W.GL +W.(25+OBK).N/S,EJ18E,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
822,Body Electrical 1,FUSE BOX,82243C,COVER-JOINT BOX,82212AC051,01,02.1997 - 11.1998,,*S.2W.GL.AT.EJ18E +S.2W.EJ20E +S.25 +W.F4W.LX.MT.A/S +W.2W.GL +W.(25+OBK).N/S,EJ18E,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
830,Body Electrical 1,SWITCH (INSTRUMENT PANEL),83041A,SWITCH-FOG LIGHT REAR,83001AC030,01,02.1997 - 11.1998,S.EJ18E +S.F4W.(GL+25) +S.2W.GL.AT.EJ20E +W.F4W.(LX+GL+25+OBK) +W.2W.AT,E*,EJ18E,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
