category_code,section,diagram,group_code,group_name,oem_number,quantity,production_period,applies_for_models,notes,engine_tokens,interchange_signal,confidence_gate,required_verification
731,Heater & AC,COOLING UNIT,73441,HOSE-DRAIN,73441AC060,01,,S.25,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
731,Heater & AC,COOLING UNIT,73588*A,TAPPING SCREW-COOLING,73560AC020,02,,S.25 +W.(25+OBK),NO.1,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
731,Heater & AC,COOLING UNIT,092316500,HOSE CLAMP,092316500,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
731,Heater & AC,COOLING UNIT,73525D,"CASE-COOLING,LOWER",73525AC100,01,,S.25,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
731,Heater & AC,COOLING UNIT,N37002,FLANGE NUT,902370020,01,,*S +W,FOR A/C,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
731,Heater & AC,COOLING UNIT,73548*C,SEAL-COOLING,73543AC060,01,ZXL/534232-5800,S.25,NO.3,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,0104S,FLANGE BOLT,01041028A,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
732,Heater & AC,COMPRESSOR,0104S,FLANGE BOLT,010406120,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
732,Heater & AC,COMPRESSOR,0105S,FLANGE BOLT,01050825A,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
732,Heater & AC,COMPRESSOR,0237S,FLANGE NUT,023706000,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
732,Heater & AC,COMPRESSOR,0238S,FLANGE NUT,023808006,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
732,Heater & AC,COMPRESSOR,0104S,FLANGE BOLT,010408956,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
732,Heater & AC,COMPRESSOR,73111,COMPRESSOR ASSEMBLY,73111AC002,01,01.06.1997 - 30.11.1998,S +W,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73130A,PULLEY ASSEMBLY-IDLE AIR CONDITIONER,73131AC000,01,01.06.1997 - 30.11.1998,S +W,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73132B,SHAFT-IDLE PULLEY,73132AC000,01,01.06.1997 - 30.11.1998,S +W,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73134,ADJUSTER-IDLE PULLEY,73134AC000,01,01.06.1997 - 30.11.1998,S +W,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73181C,FLANGE BOLT,73790AC100,01,01.06.1997 - 30.11.1998,S +W,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73283A,BOLT ASSEMBLY-CONDENSER,73790FA040,01,01.06.1997 - 30.11.1998,S +W,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73323,BELT-COMPRESSOR,73013AA000,*,01.06.1997 - 30.11.1998,S +W,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73387,NUT,73092AA000,02,01.06.1997 - 30.11.1998,S +W,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73611*A,BRACKET ASSEMBLY-COMPRESSOR,73611AC000,01,01.06.1997 - 30.11.1998,S +W,NO.1,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73611*B,BRACKET ASSEMBLY-COMPRESSOR,73611AC010,01,01.06.1997 - 30.11.1998,S +W,NO.2,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73611*C,BRACKET ASSEMBLY-COMPRESSOR,73611AC020,01,01.06.1997 - 30.11.1998,S +W,NO.3,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,73623A,BRACKET-IDLE PULLY,73610AC000,01,01.06.1997 - 30.11.1998,S +W,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
732,Heater & AC,COMPRESSOR,Y26929,bolt,73790AC010,02,01.06.1997 - 30.11.1998,S +W,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),81500,HARNESS-REAR,81504AC290,01,02.1997 - 11.1998,S.25,E5E9,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),81500,HARNESS-REAR,81504AC200,01,02.1997 - 11.1998,S,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),81887A,"CORD-DEFROSTER,REAR",81801AC180,01,02.1997 - 11.1998,S,,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),81886A,CORD-INSTRUMENT PANEL METER,81801AC120,02,02.1997 - 11.1998,S +W.LX.MT +W.(GL+25+OBK),,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
810,Body Electrical 1,WIRING HARNESS (MAIN),81400,HARNESS-BULKHEAD,81408AC580,01,02.1997 - 11.1998,*S.25.MT +W.25.MT,W.A/C E5E9,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
810,Body Electrical 1,WIRING HARNESS (MAIN),81400,HARNESS-BULKHEAD,81408AC750,01,02.1997 - 11.1998,S.25.MT +W.25.MT,KS,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
810,Body Electrical 1,WIRING HARNESS (MAIN),81400,HARNESS-BULKHEAD,81408AC770,01,02.1997 - 11.1998,*S.25.MT +W.25.MT,E5E9,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
810,Body Electrical 1,WIRING HARNESS (MAIN),81400,HARNESS-BULKHEAD,81408AC780,01,02.1997 - 11.1998,S.25.MT +W.25.MT,K4,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
810,Body Electrical 1,WIRING HARNESS (MAIN),81201,HARNESS-FRONT LEFT,81204AC160,01,02.1997 - 11.1998,*S.25 +W.(25+OBK).N/S,W.A/C E5E9,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),81201,HARNESS-FRONT LEFT,81204AC320,01,02.1997 - 11.1998,*S.25 +W.(25+OBK).N/S,E5E9,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),81201,HARNESS-FRONT LEFT,81204AC340,01,02.1997 - 11.1998,S.25 +W.(25+OBK).N/S,KSK0K4,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),81988E,CLIP-FENDER,81910AA160,02,02.1997 - 11.1998,,S.(LX+25) +S.MT.EJ18E +W.LX.MT.N/S +W.F4W.GL +W.EJ25D,EJ18E;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
810,Body Electrical 1,WIRING HARNESS (MAIN),81988A*C,CLIP,81910AA120,05,02.1997 - 11.1998,,S +W.LX.MT +W.(GL+25+OBK),,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
810,Body Electrical 1,WIRING HARNESS (MAIN),81988I,"CLIP-ALTERNATOR,HARNESS",81910AA280,01,02.1997 - 11.1998,,S +W.LX.MT +W.(GL+25+OBK),,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
810,Body Electrical 1,WIRING HARNESS (MAIN),81908,BAND-HARNESS,81900PA070,04,02.1997 - 11.1998,,S +W.LX.MT +W.(GL+25+OBK),,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
810,Body Electrical 1,WIRING HARNESS (MAIN),N905048,NUT,909205048,01,02.1997 - 11.1998,,S +W.LX.MT +W.(GL+25+OBK),,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
810,Body Electrical 1,WIRING HARNESS (MAIN),W230011,GROMMET SEAT,909230011,05,02.1997 - 11.1998,D=20,S,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),81931C,EDGE PROTECTOR-ENGINE,81930FA280,01,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),90371O,PLUG-HOLE,90321AA180,01,02.1997 - 11.1998,M6,S.2W +S.GL.MT +S.25 +W.LX.MT +W.(GL+25+OBK),,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
810,Body Electrical 1,WIRING HARNESS (MAIN),81931A,"PROTECTOR-FRONT,LEFT",81930AA170,01,02.1997 - 11.1998,,S.(LX+25) +S.MT.EJ18E +W.LX.MT.N/S +W.F4W.GL +W.EJ25D,EJ18E;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
810,Body Electrical 1,WIRING HARNESS (MAIN),81931,"PROTECTOR-FRONT,RIGHT",81930AA180,01,02.1997 - 11.1998,,S.(LX+25) +S.MT.EJ18E +W.LX.MT.N/S +W.F4W.GL +W.EJ25D,EJ18E;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
810,Body Electrical 1,WIRING HARNESS (MAIN),W115021,CLIP-BAND,909115021,01,02.1997 - 11.1998,,S.25 +W.(25+OBK),,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),W120015,CLIP,909120015,03,02.1997 - 11.1998,,S,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
810,Body Electrical 1,WIRING HARNESS (MAIN),81053,CONDENSER,81360AA000,01,02.1997 - 11.1998,"50V,DC",S +W.LX.MT +W.(GL+25+OBK),,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
812,Body Electrical 1,WIRING HARNESS (INSTRUMENT PANEL),81300,HARNESS-INSTRUMENT PANEL,81304AC063,01,02.1997 - 11.1998,*S.25.MT +W.(25+OBK).MT,E5E9,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
812,Body Electrical 1,WIRING HARNESS (INSTRUMENT PANEL),81300,HARNESS-INSTRUMENT PANEL,81304AC073,01,02.1997 - 11.1998,S.GL.AT.EJ20E +S.25 +W.(LX+GL+25).AT.N/S,,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
812,Body Electrical 1,WIRING HARNESS (INSTRUMENT PANEL),81300,HARNESS-INSTRUMENT PANEL,81304AC170,01,02.1997 - 11.1998,*S.25.MT +W.(25+OBK).MT,W.A/C E5E9,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
812,Body Electrical 1,WIRING HARNESS (INSTRUMENT PANEL),048704123,FLANGE TAPPING SCREW,048704123,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
813,Body Electrical 1,CORD (ROOF),81801A,CORD-ROOM LAMP,81801AC210,01,02.1997 - 11.1998,*S.GL.EJ20E +S.25,,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
813,Body Electrical 1,CORD (ROOF),81801A,CORD-ROOM LAMP,81801AC220,01,02.1997 - 11.1998,*S.GL.EJ20E +S.25,W.SUN ROOF,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
813,Body Electrical 1,CORD (ROOF),81801,CORD-ROOF,81801AC241,01,02.1997 - 11.1998,*S.GL.EJ20E +S.25 +W.(GL+25+OBK).N/S,,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
813,Body Electrical 1,CORD (ROOF),81801,CORD-ROOF,81801AC251,01,02.1997 - 11.1998,*S.GL.EJ20E +S.25,W.SUN ROOF,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
813,Body Electrical 1,CORD (ROOF),81801,CORD-ROOF,81801AC261,01,02.1997 - 11.1998,*S.GL.EJ20E +S.25,W.KEY-LESS&SUN ROOF,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
813,Body Electrical 1,CORD (ROOF),81801,CORD-ROOF,81801AC271,01,02.1997 - 11.1998,*S.GL.EJ20E +S.25 +W.(GL+25+OBK).N/S,W.KEY-LESS,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
814,Body Electrical 1,CORD (DOOR),81988E,CLIP-FENDER,81910KA070,03,02.1997 - 11.1998,,S.2W +S.25 +W.LX.MT +W.(GL+25+OBK),,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
814,Body Electrical 1,CORD (DOOR),81908,BAND-HARNESS,81900PA070,02,02.1997 - 11.1998,,S.2W +S.25 +W.LX.MT +W.(GL+25+OBK),,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
814,Body Electrical 1,CORD (DOOR),81822,CORD-DOOR REAR RIGHT,81822AC300,01,02.1997 - 11.1998,,S.2W.GL +S.25,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
814,Body Electrical 1,CORD (DOOR),81822,CORD-DOOR REAR RIGHT,81822AC240,01,02.1997 - 11.1998,"P/W,DR LOCK",S.EJ18E +S.25,EJ18E,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
814,Body Electrical 1,CORD (DOOR),81823,CORD-DOOR REAR LEFT,81822AC250,01,02.1997 - 11.1998,"P/W,DOOR LOCK",S.EJ18E +S.25,EJ18E,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
814,Body Electrical 1,CORD (DOOR),81823,CORD-DOOR REAR LEFT,81822AC400,01,02.1997 - 11.1998,,S.2W.GL +S.25,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
814,Body Electrical 1,CORD (DOOR),81820,CORD-DOOR DRIVER,81820AC110,01,02.1997 - 11.1998,"H-R/M,P/W,KEYLESS",S.25 +W.25.A/S,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
814,Body Electrical 1,CORD (DOOR),81820,CORD-DOOR DRIVER,81820AC190,01,02.1997 - 11.1998,"R/M,P/W,DOOR LOCK",*S.25 +W.(25+OBK).N/S,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
814,Body Electrical 1,CORD (DOOR),81820,CORD-DOOR DRIVER,81820AC200,01,02.1997 - 11.1998,"R/M,P/W,KEYLESS",*S.25 +W.(25+OBK).N/S,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
814,Body Electrical 1,CORD (DOOR),81821,CORD-DOOR ASSISTANT,81821AC180,01,02.1997 - 11.1998,"P/W,DR LK",*S.25 +W.(25+OBK).N/S,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
814,Body Electrical 1,CORD (DOOR),81821,CORD-DOOR ASSISTANT,81821AC190,01,02.1997 - 11.1998,"HEAT-MIRR,P/W,DR LK",S.25 +W.25.A/S,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
815,Body Electrical 1,CORD (REAR),81811,CORD-TRUNK LID,81810AC010,01,02.1997 - 11.1998,*S.2W.GL.EJ20E +S.25,,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
815,Body Electrical 1,CORD (REAR),81811,CORD-TRUNK LID,81810AC070,01,02.1997 - 11.1998,*S.2W.GL.EJ20E +S.25,W.SPOILER,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
816,Body Electrical 1,POWER WINDOW EQUIPMENT,81860A,HARNESS-FLOOR,85521AC230,01,02.1997 - 11.1998,*S.F4W.(GL+25) +W.F4W.(LX+GL+25).N/S,ABS,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
816,Body Electrical 1,POWER WINDOW EQUIPMENT,85542*B,RELAY-POWER WINDOW,85542AC020,01,02.1997 - 11.1998,S.(GL+25) +W.(GL+25+OBK),,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
816,Body Electrical 1,POWER WINDOW EQUIPMENT,85542*A,RELAY-POWER WINDOW,85540AC030,01,02.1997 - 11.1998,S.(GL+25) +W.(GL+25+OBK),,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
816,Body Electrical 1,POWER WINDOW EQUIPMENT,W230011,GROMMET SEAT,909230011,01,02.1997 - 11.1998,*S +W.LX.MT.N/S +W.LX.AT +W.(GL+25+OBK).N/S,,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
816,Body Electrical 1,POWER WINDOW EQUIPMENT,045104120,TAPPING SCREW-TRUSS HEAD,045104120,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
818,Body Electrical 1,CORD (ANOTHER),81804,CORD-EARTH,81801AC370,01,02.1997 - 11.1998,L=370,S.25 +W.(25+OBK),,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
818,Body Electrical 1,CORD (ANOTHER),81804,CORD-EARTH,81801AC380,01,02.1997 - 11.1998,RADIO NOISE,S.EJ20E +S.25 +W.LX.MT +W.(GL+25+OBK),EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
818,Body Electrical 1,CORD (ANOTHER),81804A,CORD-RADIO EARTH,81801AC320,01,02.1997 - 11.1998,"FOR MT,L=350",S.25.MT +W.(25+OBK).MT,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
820,Body Electrical 1,BATTERY EQUIPMENT,021708000,NUT,021708000,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
820,Body Electrical 1,BATTERY EQUIPMENT,032008000,SPRING WASHER,032008000,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
820,Body Electrical 1,BATTERY EQUIPMENT,011508160,BOLT AND WASHER ASSEMBLY,011508160,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
820,Body Electrical 1,BATTERY EQUIPMENT,023706006,FLANGE NUT,023706006,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
820,Body Electrical 1,BATTERY EQUIPMENT,82182,HOLDER-BATTERY FIX,82182AA040,01,,*S +W,LJ E*E2K4,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
820,Body Electrical 1,BATTERY EQUIPMENT,82182,HOLDER-BATTERY FIX,82182AA020,01,,S +W,I*,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
820,Body Electrical 1,BATTERY EQUIPMENT,047406126,TAPPING SCREW-HEXAGON FLANGE HEAD,047406126,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
820,Body Electrical 1,BATTERY EQUIPMENT,010008160,FLANGE BOLT-PILOT,010008160,,,,,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number."
820,Body Electrical 1,BATTERY EQUIPMENT,82122,TRAY-BATTERY,82122AA010,01,,*S +W,L/J E*E2K4,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
820,Body Electrical 1,BATTERY EQUIPMENT,82122,TRAY-BATTERY,82122AA020,01,,S +W,I*,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
820,Body Electrical 1,BATTERY EQUIPMENT,82110,BATTERY,82110AA010,01,55D23L-MF,*S.2W +S.MT +W.2W +W.MT,L/J E*E2E4,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
820,Body Electrical 1,BATTERY EQUIPMENT,82110,BATTERY,82110AA021,01,34B19L-MF,S.2W.MT +S.F4W.(GL+25).MT +W.MT,I*,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number."
820,Body Electrical 1,BATTERY EQUIPMENT,81608,TERMINAL BASE-BATTERY (+),81608AC020,01,,S.EJ18E +S.25 +W.F4W.LX.MT.A/S +W.(25+OBK),ECE2E5E9K4,EJ18E,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match."
820,Body Electrical 1,BATTERY EQUIPMENT,81608,TERMINAL BASE-BATTERY (+),81608AC030,01,,S.EJ20E +S.25 +W.LX.MT.N/S +W.(GL+25.OBK).N/S,KSK0,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.
820,Body Electrical 1,BATTERY EQUIPMENT,82161,ROD-BATTERY FIX,82161AA040,02,240MM,S +W,E*E2I*K4,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.
